siren;trancheEffectifsEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte
264200304;41.0;2017.0;500 à 999 salariés
264203969;41.0;2017.0;500 à 999 salariés
264302845;42.0;2017.0;1 000 à 1 999 salariés
264400136;52.0;2017.0;5 000 à 9 999 salariés
264400136;42.0;2017.0;1 000 à 1 999 salariés
264400136;42.0;2017.0;1 000 à 1 999 salariés
264400136;41.0;2017.0;500 à 999 salariés
264400136;41.0;2017.0;500 à 999 salariés
264400268;51.0;2017.0;2 000 à 4 999 salariés
264400540;41.0;2017.0;500 à 999 salariés
264403015;41.0;2017.0;500 à 999 salariés
264500042;41.0;2017.0;500 à 999 salariés
264500091;51.0;2017.0;2 000 à 4 999 salariés
264500224;42.0;2017.0;1 000 à 1 999 salariés
264600016;42.0;2017.0;1 000 à 1 999 salariés
264702432;41.0;2017.0;500 à 999 salariés
264702689;41.0;2017.0;500 à 999 salariés
264703612;41.0;2017.0;500 à 999 salariés
264800095;41.0;2017.0;500 à 999 salariés
264900036;52.0;2017.0;5 000 à 9 999 salariés
264900390;51.0;2017.0;2 000 à 4 999 salariés
264900523;41.0;2017.0;500 à 999 salariés
264900614;41.0;2017.0;500 à 999 salariés
265001073;42.0;2017.0;1 000 à 1 999 salariés
265001651;41.0;2017.0;500 à 999 salariés
265001651;41.0;2017.0;500 à 999 salariés
265100016;42.0;2017.0;1 000 à 1 999 salariés
265100024;41.0;2017.0;500 à 999 salariés
265100057;41.0;2017.0;500 à 999 salariés
265100057;42.0;2017.0;1 000 à 1 999 salariés
265100057;51.0;2017.0;2 000 à 4 999 salariés
265109157;41.0;2017.0;500 à 999 salariés
265200048;41.0;2017.0;500 à 999 salariés
265205120;41.0;2017.0;500 à 999 salariés
265205138;41.0;2017.0;500 à 999 salariés
265300087;41.0;2017.0;500 à 999 salariés
265300236;42.0;2017.0;1 000 à 1 999 salariés
265300277;41.0;2017.0;500 à 999 salariés
265400119;42.0;2017.0;1 000 à 1 999 salariés
265400200;41.0;2017.0;500 à 999 salariés
265400317;41.0;2017.0;500 à 999 salariés
265400911;41.0;2017.0;500 à 999 salariés
265500025;41.0;2017.0;500 à 999 salariés
265600023;41.0;2017.0;500 à 999 salariés
265600056;41.0;2017.0;500 à 999 salariés
265600262;41.0;2017.0;500 à 999 salariés
265613349;51.0;2017.0;2 000 à 4 999 salariés
265613372;51.0;2017.0;2 000 à 4 999 salariés
265700021;41.0;2017.0;500 à 999 salariés
265700054;41.0;2017.0;500 à 999 salariés
265700096;41.0;2017.0;500 à 999 salariés
265700161;42.0;2017.0;1 000 à 1 999 salariés
265702803;51.0;2017.0;2 000 à 4 999 salariés
265702803;51.0;2017.0;2 000 à 4 999 salariés
265703132;41.0;2017.0;500 à 999 salariés
265906719;52.0;2017.0;5 000 à 9 999 salariés
265906719;41.0;2017.0;500 à 999 salariés
265906719;51.0;2017.0;2 000 à 4 999 salariés
265906719;41.0;2017.0;500 à 999 salariés
265906719;51.0;2017.0;2 000 à 4 999 salariés
265906719;42.0;2017.0;1 000 à 1 999 salariés
265906727;51.0;2017.0;2 000 à 4 999 salariés
265906735;51.0;2017.0;2 000 à 4 999 salariés
265906743;42.0;2017.0;1 000 à 1 999 salariés
265906784;42.0;2017.0;1 000 à 1 999 salariés
265906818;42.0;2017.0;1 000 à 1 999 salariés
265906826;51.0;2017.0;2 000 à 4 999 salariés
265906834;51.0;2017.0;2 000 à 4 999 salariés
265906958;42.0;2017.0;1 000 à 1 999 salariés
265906982;42.0;2017.0;1 000 à 1 999 salariés
265907006;42.0;2017.0;1 000 à 1 999 salariés
265907063;41.0;2017.0;500 à 999 salariés
265907071;41.0;2017.0;500 à 999 salariés
265908707;42.0;2017.0;1 000 à 1 999 salariés
266006972;51.0;2017.0;2 000 à 4 999 salariés
266007111;41.0;2017.0;500 à 999 salariés
266007111;42.0;2017.0;1 000 à 1 999 salariés
266100486;41.0;2017.0;500 à 999 salariés
266100502;41.0;2017.0;500 à 999 salariés
266100577;41.0;2017.0;500 à 999 salariés
266106046;42.0;2017.0;1 000 à 1 999 salariés
266209253;51.0;2017.0;2 000 à 4 999 salariés
266209295;42.0;2017.0;1 000 à 1 999 salariés
266209303;41.0;2017.0;500 à 999 salariés
266209329;51.0;2017.0;2 000 à 4 999 salariés
266209337;41.0;2017.0;500 à 999 salariés
266209402;51.0;2017.0;2 000 à 4 999 salariés
266209410;42.0;2017.0;1 000 à 1 999 salariés
266209667;42.0;2017.0;1 000 à 1 999 salariés
266209691;41.0;2017.0;500 à 999 salariés
266307461;51.0;2017.0;2 000 à 4 999 salariés
266307461;51.0;2017.0;2 000 à 4 999 salariés
266307859;41.0;2017.0;500 à 999 salariés
266307867;41.0;2017.0;500 à 999 salariés
266405489;41.0;2017.0;500 à 999 salariés
266405521;51.0;2017.0;2 000 à 4 999 salariés
266405612;42.0;2017.0;1 000 à 1 999 salariés
266405679;51.0;2017.0;2 000 à 4 999 salariés
266500057;41.0;2017.0;500 à 999 salariés
266500099;42.0;2017.0;1 000 à 1 999 salariés
266500107;41.0;2017.0;500 à 999 salariés
266500180;42.0;2017.0;1 000 à 1 999 salariés
266600014;41.0;2017.0;500 à 999 salariés
266600022;51.0;2017.0;2 000 à 4 999 salariés
266700111;51.0;2017.0;2 000 à 4 999 salariés
266700228;41.0;2017.0;500 à 999 salariés
266700319;41.0;2017.0;500 à 999 salariés
266700574;52.0;2017.0;5 000 à 9 999 salariés
266700574;51.0;2017.0;2 000 à 4 999 salariés
266700582;41.0;2017.0;500 à 999 salariés
266706027;42.0;2017.0;1 000 à 1 999 salariés
266800192;42.0;2017.0;1 000 à 1 999 salariés
266800903;51.0;2017.0;2 000 à 4 999 salariés
266800903;41.0;2017.0;500 à 999 salariés
266900083;51.0;2017.0;2 000 à 4 999 salariés
266900257;51.0;2017.0;2 000 à 4 999 salariés
266900273;42.0;2017.0;1 000 à 1 999 salariés
266900273;51.0;2017.0;2 000 à 4 999 salariés
266900273;42.0;2017.0;1 000 à 1 999 salariés
266900273;51.0;2017.0;2 000 à 4 999 salariés
266900273;51.0;2017.0;2 000 à 4 999 salariés
266900273;41.0;2017.0;500 à 999 salariés
266900273;51.0;2017.0;2 000 à 4 999 salariés
266900273;42.0;2017.0;1 000 à 1 999 salariés
267006617;42.0;2017.0;1 000 à 1 999 salariés
267100287;42.0;2017.0;1 000 à 1 999 salariés
267100337;41.0;2017.0;500 à 999 salariés
267100444;41.0;2017.0;500 à 999 salariés
267100766;51.0;2017.0;2 000 à 4 999 salariés
267100790;41.0;2017.0;500 à 999 salariés
267200160;51.0;2017.0;2 000 à 4 999 salariés
267201069;42.0;2017.0;1 000 à 1 999 salariés
267205482;41.0;2017.0;500 à 999 salariés
267300044;41.0;2017.0;500 à 999 salariés
267311090;41.0;2017.0;500 à 999 salariés
267400026;51.0;2017.0;2 000 à 4 999 salariés
267400026;41.0;2017.0;500 à 999 salariés
267400844;42.0;2017.0;1 000 à 1 999 salariés
267411031;42.0;2017.0;1 000 à 1 999 salariés
267411080;41.0;2017.0;500 à 999 salariés
267500049;42.0;2017.0;1 000 à 1 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;52.0;2017.0;5 000 à 9 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;52.0;2017.0;5 000 à 9 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;52.0;2017.0;5 000 à 9 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;42.0;2017.0;1 000 à 1 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;51.0;2017.0;2 000 à 4 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500452;41.0;2017.0;500 à 999 salariés
267500643;51.0;2017.0;2 000 à 4 999 salariés
267601615;42.0;2017.0;1 000 à 1 999 salariés
267601680;52.0;2017.0;5 000 à 9 999 salariés
267601680;42.0;2017.0;1 000 à 1 999 salariés
267601714;51.0;2017.0;2 000 à 4 999 salariés
267601714;51.0;2017.0;2 000 à 4 999 salariés
267601722;41.0;2017.0;500 à 999 salariés
267601763;42.0;2017.0;1 000 à 1 999 salariés
267602175;42.0;2017.0;1 000 à 1 999 salariés
267700052;51.0;2017.0;2 000 à 4 999 salariés
267700086;42.0;2017.0;1 000 à 1 999 salariés
267800076;42.0;2017.0;1 000 à 1 999 salariés
267800092;42.0;2017.0;1 000 à 1 999 salariés
267800100;41.0;2017.0;500 à 999 salariés
267802387;42.0;2017.0;1 000 à 1 999 salariés
267802403;41.0;2017.0;500 à 999 salariés
267802445;41.0;2017.0;500 à 999 salariés
267802718;51.0;2017.0;2 000 à 4 999 salariés
267805778;41.0;2017.0;500 à 999 salariés
267805778;41.0;2017.0;500 à 999 salariés
267805802;42.0;2017.0;1 000 à 1 999 salariés
267805802;51.0;2017.0;2 000 à 4 999 salariés
267900017;51.0;2017.0;2 000 à 4 999 salariés
268000015;42.0;2017.0;1 000 à 1 999 salariés
268000148;42.0;2017.0;1 000 à 1 999 salariés
268000148;52.0;2017.0;5 000 à 9 999 salariés
268000296;41.0;2017.0;500 à 999 salariés
268100013;42.0;2017.0;1 000 à 1 999 salariés
268100054;42.0;2017.0;1 000 à 1 999 salariés
268100088;41.0;2017.0;500 à 999 salariés
268200078;42.0;2017.0;1 000 à 1 999 salariés
268300027;41.0;2017.0;500 à 999 salariés
268300050;41.0;2017.0;500 à 999 salariés
268300084;41.0;2017.0;500 à 999 salariés
268300126;41.0;2017.0;500 à 999 salariés
268300126;51.0;2017.0;2 000 à 4 999 salariés
268300217;42.0;2017.0;1 000 à 1 999 salariés
268300241;42.0;2017.0;1 000 à 1 999 salariés
268400090;51.0;2017.0;2 000 à 4 999 salariés
268400165;51.0;2017.0;2 000 à 4 999 salariés
268400223;41.0;2017.0;500 à 999 salariés
268400264;41.0;2017.0;500 à 999 salariés
268403441;41.0;2017.0;500 à 999 salariés
268500196;41.0;2017.0;500 à 999 salariés
268500303;41.0;2017.0;500 à 999 salariés
268502416;42.0;2017.0;1 000 à 1 999 salariés
268502424;51.0;2017.0;2 000 à 4 999 salariés
268502424;41.0;2017.0;500 à 999 salariés
268504453;42.0;2017.0;1 000 à 1 999 salariés
268600020;42.0;2017.0;1 000 à 1 999 salariés
268708500;42.0;2017.0;1 000 à 1 999 salariés
268708518;51.0;2017.0;2 000 à 4 999 salariés
268708518;41.0;2017.0;500 à 999 salariés
268708526;41.0;2017.0;500 à 999 salariés
268715406;41.0;2017.0;500 à 999 salariés
268800133;41.0;2017.0;500 à 999 salariés
268800315;41.0;2017.0;500 à 999 salariés
268800844;41.0;2017.0;500 à 999 salariés
268900024;41.0;2017.0;500 à 999 salariés
268900057;51.0;2017.0;2 000 à 4 999 salariés
268900230;42.0;2017.0;1 000 à 1 999 salariés
269100012;41.0;2017.0;500 à 999 salariés
269100046;51.0;2017.0;2 000 à 4 999 salariés
269100095;42.0;2017.0;1 000 à 1 999 salariés
269102141;42.0;2017.0;1 000 à 1 999 salariés
269102240;42.0;2017.0;1 000 à 1 999 salariés
269201331;41.0;2017.0;500 à 999 salariés
269201380;42.0;2017.0;1 000 à 1 999 salariés
269201414;41.0;2017.0;500 à 999 salariés
269201547;42.0;2017.0;1 000 à 1 999 salariés
269300935;51.0;2017.0;2 000 à 4 999 salariés
269301016;51.0;2017.0;2 000 à 4 999 salariés
269301164;51.0;2017.0;2 000 à 4 999 salariés
269301248;51.0;2017.0;2 000 à 4 999 salariés
269302618;42.0;2017.0;1 000 à 1 999 salariés
269401063;42.0;2017.0;1 000 à 1 999 salariés
269401154;51.0;2017.0;2 000 à 4 999 salariés
269401204;51.0;2017.0;2 000 à 4 999 salariés
269401345;42.0;2017.0;1 000 à 1 999 salariés
269500047;51.0;2017.0;2 000 à 4 999 salariés
269500088;41.0;2017.0;500 à 999 salariés
269500153;51.0;2017.0;2 000 à 4 999 salariés
269501631;51.0;2017.0;2 000 à 4 999 salariés
269504726;51.0;2017.0;2 000 à 4 999 salariés
269710414;51.0;2017.0;2 000 à 4 999 salariés
269710448;41.0;2017.0;500 à 999 salariés
269710877;41.0;2017.0;500 à 999 salariés
269720728;42.0;2017.0;1 000 à 1 999 salariés
269733028;51.0;2017.0;2 000 à 4 999 salariés
269733119;41.0;2017.0;500 à 999 salariés
269740114;41.0;2017.0;500 à 999 salariés
269740353;41.0;2017.0;500 à 999 salariés
269741187;41.0;2017.0;500 à 999 salariés
269742144;41.0;2017.0;500 à 999 salariés
269742318;42.0;2017.0;1 000 à 1 999 salariés
279200224;41.0;2017.0;500 à 999 salariés
279300198;41.0;2017.0;500 à 999 salariés
281300020;42.0;2017.0;1 000 à 1 999 salariés
281700260;41.0;2017.0;500 à 999 salariés
282201102;42.0;2017.0;1 000 à 1 999 salariés
282500016;41.0;2017.0;500 à 999 salariés
283000016;41.0;2017.0;500 à 999 salariés
283300028;51.0;2017.0;2 000 à 4 999 salariés
283400497;42.0;2017.0;1 000 à 1 999 salariés
283503555;41.0;2017.0;500 à 999 salariés
283503563;41.0;2017.0;500 à 999 salariés
283812006;42.0;2017.0;1 000 à 1 999 salariés
284210242;41.0;2017.0;500 à 999 salariés
284400017;42.0;2017.0;1 000 à 1 999 salariés
284500253;41.0;2017.0;500 à 999 salariés
284900016;41.0;2017.0;500 à 999 salariés
285400016;41.0;2017.0;500 à 999 salariés
285701611;41.0;2017.0;500 à 999 salariés
285900015;41.0;2017.0;500 à 999 salariés
285900015;42.0;2017.0;1 000 à 1 999 salariés
285900023;41.0;2017.0;500 à 999 salariés
286000013;41.0;2017.0;500 à 999 salariés
286200019;42.0;2017.0;1 000 à 1 999 salariés
286300017;41.0;2017.0;500 à 999 salariés
286300140;41.0;2017.0;500 à 999 salariés
286800230;41.0;2017.0;500 à 999 salariés
286912001;42.0;2017.0;1 000 à 1 999 salariés
287312003;41.0;2017.0;500 à 999 salariés
287410203;41.0;2017.0;500 à 999 salariés
287708317;42.0;2017.0;1 000 à 1 999 salariés
287708325;41.0;2017.0;500 à 999 salariés
287800536;42.0;2017.0;1 000 à 1 999 salariés
287800544;42.0;2017.0;1 000 à 1 999 salariés
288000011;41.0;2017.0;500 à 999 salariés
288300403;42.0;2017.0;1 000 à 1 999 salariés
288400021;41.0;2017.0;500 à 999 salariés
289100992;42.0;2017.0;1 000 à 1 999 salariés
289740110;42.0;2017.0;1 000 à 1 999 salariés
300684727;41.0;2017.0;500 à 999 salariés
300702305;41.0;2017.0;500 à 999 salariés
300758109;41.0;2017.0;500 à 999 salariés
301251880;51.0;2017.0;2 000 à 4 999 salariés
301309605;41.0;2017.0;500 à 999 salariés
301374690;42.0;2017.0;1 000 à 1 999 salariés
301374922;41.0;2017.0;500 à 999 salariés
301501391;41.0;2017.0;500 à 999 salariés
301503231;41.0;2017.0;500 à 999 salariés
301520920;42.0;2017.0;1 000 à 1 999 salariés
301763405;41.0;2017.0;500 à 999 salariés
301790705;42.0;2017.0;1 000 à 1 999 salariés
301790705;41.0;2017.0;500 à 999 salariés
301850277;41.0;2017.0;500 à 999 salariés
302079462;41.0;2017.0;500 à 999 salariés
302264262;41.0;2017.0;500 à 999 salariés
302333075;41.0;2017.0;500 à 999 salariés
302421193;41.0;2017.0;500 à 999 salariés
302507652;41.0;2017.0;500 à 999 salariés
302588462;42.0;2017.0;1 000 à 1 999 salariés
302891114;41.0;2017.0;500 à 999 salariés
302891114;41.0;2017.0;500 à 999 salariés
302990445;41.0;2017.0;500 à 999 salariés
303236186;41.0;2017.0;500 à 999 salariés
303409593;51.0;2017.0;2 000 à 4 999 salariés
303409593;41.0;2017.0;500 à 999 salariés
303409593;41.0;2017.0;500 à 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303409593;41.0;2017.0;500 à 999 salariés
303409593;41.0;2017.0;500 à 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303409593;41.0;2017.0;500 à 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303409593;42.0;2017.0;1 000 à 1 999 salariés
303742480;41.0;2017.0;500 à 999 salariés
303970230;41.0;2017.0;500 à 999 salariés
304187701;42.0;2017.0;1 000 à 1 999 salariés
304187701;51.0;2017.0;2 000 à 4 999 salariés
304497852;41.0;2017.0;500 à 999 salariés
304497852;42.0;2017.0;1 000 à 1 999 salariés
304497852;41.0;2017.0;500 à 999 salariés
304602956;41.0;2017.0;500 à 999 salariés
304634975;41.0;2017.0;500 à 999 salariés
304765332;41.0;2017.0;500 à 999 salariés
305007585;41.0;2017.0;500 à 999 salariés
305009102;41.0;2017.0;500 à 999 salariés
305109779;41.0;2017.0;500 à 999 salariés
305207169;42.0;2017.0;1 000 à 1 999 salariés
305207169;51.0;2017.0;2 000 à 4 999 salariés
305207169;41.0;2017.0;500 à 999 salariés
305207169;41.0;2017.0;500 à 999 salariés
305321929;41.0;2017.0;500 à 999 salariés
305394397;41.0;2017.0;500 à 999 salariés
305690158;41.0;2017.0;500 à 999 salariés
305823296;41.0;2017.0;500 à 999 salariés
305898595;41.0;2017.0;500 à 999 salariés
306138900;42.0;2017.0;1 000 à 1 999 salariés
306138900;42.0;2017.0;1 000 à 1 999 salariés
306522665;41.0;2017.0;500 à 999 salariés
307378489;41.0;2017.0;500 à 999 salariés
308077635;51.0;2017.0;2 000 à 4 999 salariés
308197185;41.0;2017.0;500 à 999 salariés
308435460;41.0;2017.0;500 à 999 salariés
308973239;41.0;2017.0;500 à 999 salariés
309064947;41.0;2017.0;500 à 999 salariés
309065043;41.0;2017.0;500 à 999 salariés
309073625;42.0;2017.0;1 000 à 1 999 salariés
309755387;41.0;2017.0;500 à 999 salariés
309812840;42.0;2017.0;1 000 à 1 999 salariés
309835478;41.0;2017.0;500 à 999 salariés
309954006;42.0;2017.0;1 000 à 1 999 salariés
310370754;41.0;2017.0;500 à 999 salariés
310391503;41.0;2017.0;500 à 999 salariés
310601687;41.0;2017.0;500 à 999 salariés
310850342;41.0;2017.0;500 à 999 salariés
310923008;41.0;2017.0;500 à 999 salariés
311043194;41.0;2017.0;500 à 999 salariés
311248637;41.0;2017.0;500 à 999 salariés
311338339;41.0;2017.0;500 à 999 salariés
311567416;41.0;2017.0;500 à 999 salariés
312347362;41.0;2017.0;500 à 999 salariés
312454838;41.0;2017.0;500 à 999 salariés
312454838;41.0;2017.0;500 à 999 salariés
312454838;41.0;2017.0;500 à 999 salariés
313414062;41.0;2017.0;500 à 999 salariés
313536898;41.0;2017.0;500 à 999 salariés
313777997;41.0;2017.0;500 à 999 salariés
313777997;41.0;2017.0;500 à 999 salariés
313966129;42.0;2017.0;1 000 à 1 999 salariés
314024969;41.0;2017.0;500 à 999 salariés
314397670;41.0;2017.0;500 à 999 salariés
314397670;41.0;2017.0;500 à 999 salariés
314397696;42.0;2017.0;1 000 à 1 999 salariés
314397696;41.0;2017.0;500 à 999 salariés
314397696;41.0;2017.0;500 à 999 salariés
314428186;41.0;2017.0;500 à 999 salariés
314635483;41.0;2017.0;500 à 999 salariés
314684960;51.0;2017.0;2 000 à 4 999 salariés
314722026;51.0;2017.0;2 000 à 4 999 salariés
314871815;42.0;2017.0;1 000 à 1 999 salariés
315000943;41.0;2017.0;500 à 999 salariés
315000943;41.0;2017.0;500 à 999 salariés
315013359;42.0;2017.0;1 000 à 1 999 salariés
315065292;41.0;2017.0;500 à 999 salariés
315161141;41.0;2017.0;500 à 999 salariés
315268664;42.0;2017.0;1 000 à 1 999 salariés
315549352;41.0;2017.0;500 à 999 salariés
315597500;41.0;2017.0;500 à 999 salariés
315666958;42.0;2017.0;1 000 à 1 999 salariés
315965269;41.0;2017.0;500 à 999 salariés
315999201;41.0;2017.0;500 à 999 salariés
315999201;41.0;2017.0;500 à 999 salariés
316016930;41.0;2017.0;500 à 999 salariés
316331065;41.0;2017.0;500 à 999 salariés
317032779;41.0;2017.0;500 à 999 salariés
317082907;41.0;2017.0;500 à 999 salariés
317099679;41.0;2017.0;500 à 999 salariés
317193860;41.0;2017.0;500 à 999 salariés
317236248;41.0;2017.0;500 à 999 salariés
317358380;42.0;2017.0;1 000 à 1 999 salariés
317425981;41.0;2017.0;500 à 999 salariés
317705226;41.0;2017.0;500 à 999 salariés
317750818;41.0;2017.0;500 à 999 salariés
318246899;51.0;2017.0;2 000 à 4 999 salariés
318732880;41.0;2017.0;500 à 999 salariés
318826187;41.0;2017.0;500 à 999 salariés
319060075;41.0;2017.0;500 à 999 salariés
319137576;41.0;2017.0;500 à 999 salariés
319159877;41.0;2017.0;500 à 999 salariés
319159877;42.0;2017.0;1 000 à 1 999 salariés
319378832;41.0;2017.0;500 à 999 salariés
319416756;41.0;2017.0;500 à 999 salariés
319632790;41.0;2017.0;500 à 999 salariés
319632790;41.0;2017.0;500 à 999 salariés
319851408;51.0;2017.0;2 000 à 4 999 salariés
320153398;41.0;2017.0;500 à 999 salariés
320252489;42.0;2017.0;1 000 à 1 999 salariés
320342264;41.0;2017.0;500 à 999 salariés
320442726;41.0;2017.0;500 à 999 salariés
320443393;41.0;2017.0;500 à 999 salariés
320662612;42.0;2017.0;1 000 à 1 999 salariés
320991466;41.0;2017.0;500 à 999 salariés
321006892;42.0;2017.0;1 000 à 1 999 salariés
321164626;41.0;2017.0;500 à 999 salariés
321165045;41.0;2017.0;500 à 999 salariés
321616914;41.0;2017.0;500 à 999 salariés
322306440;51.0;2017.0;2 000 à 4 999 salariés
323077867;41.0;2017.0;500 à 999 salariés
323140392;41.0;2017.0;500 à 999 salariés
323317032;41.0;2017.0;500 à 999 salariés
323379040;41.0;2017.0;500 à 999 salariés
323391367;42.0;2017.0;1 000 à 1 999 salariés
323438028;41.0;2017.0;500 à 999 salariés
323438515;41.0;2017.0;500 à 999 salariés
323532267;42.0;2017.0;1 000 à 1 999 salariés
323636837;42.0;2017.0;1 000 à 1 999 salariés
323650945;41.0;2017.0;500 à 999 salariés
323686691;41.0;2017.0;500 à 999 salariés
323690271;42.0;2017.0;1 000 à 1 999 salariés
323722165;42.0;2017.0;1 000 à 1 999 salariés
323768283;41.0;2017.0;500 à 999 salariés
323841353;51.0;2017.0;2 000 à 4 999 salariés
323914143;42.0;2017.0;1 000 à 1 999 salariés
323932236;41.0;2017.0;500 à 999 salariés
324095884;42.0;2017.0;1 000 à 1 999 salariés
324103829;41.0;2017.0;500 à 999 salariés
324286319;41.0;2017.0;500 à 999 salariés
325002111;41.0;2017.0;500 à 999 salariés
325307106;42.0;2017.0;1 000 à 1 999 salariés
325520898;41.0;2017.0;500 à 999 salariés
325685139;41.0;2017.0;500 à 999 salariés
325720720;42.0;2017.0;1 000 à 1 999 salariés
325793826;41.0;2017.0;500 à 999 salariés
325820751;41.0;2017.0;500 à 999 salariés
325821072;42.0;2017.0;1 000 à 1 999 salariés
325821072;41.0;2017.0;500 à 999 salariés
325932994;41.0;2017.0;500 à 999 salariés
326094471;51.0;2017.0;2 000 à 4 999 salariés
326094471;41.0;2017.0;500 à 999 salariés
326180544;41.0;2017.0;500 à 999 salariés
326300159;42.0;2017.0;1 000 à 1 999 salariés
326784709;41.0;2017.0;500 à 999 salariés
326784709;41.0;2017.0;500 à 999 salariés
326820065;42.0;2017.0;1 000 à 1 999 salariés
326820065;51.0;2017.0;2 000 à 4 999 salariés
326820065;41.0;2017.0;500 à 999 salariés
326820065;41.0;2017.0;500 à 999 salariés
326820065;42.0;2017.0;1 000 à 1 999 salariés
326820065;42.0;2017.0;1 000 à 1 999 salariés
326930062;41.0;2017.0;500 à 999 salariés
327155099;41.0;2017.0;500 à 999 salariés
327733184;42.0;2017.0;1 000 à 1 999 salariés
327733432;41.0;2017.0;500 à 999 salariés
327917118;42.0;2017.0;1 000 à 1 999 salariés
327948907;41.0;2017.0;500 à 999 salariés
327991774;41.0;2017.0;500 à 999 salariés
328031042;41.0;2017.0;500 à 999 salariés
328427075;41.0;2017.0;500 à 999 salariés
328427075;41.0;2017.0;500 à 999 salariés
328621586;42.0;2017.0;1 000 à 1 999 salariés
328899042;42.0;2017.0;1 000 à 1 999 salariés
328931613;41.0;2017.0;500 à 999 salariés
329035422;41.0;2017.0;500 à 999 salariés
329211734;41.0;2017.0;500 à 999 salariés
329426340;41.0;2017.0;500 à 999 salariés
329450738;41.0;2017.0;500 à 999 salariés
330139403;41.0;2017.0;500 à 999 salariés
330565334;41.0;2017.0;500 à 999 salariés
330715368;41.0;2017.0;500 à 999 salariés
330730771;41.0;2017.0;500 à 999 salariés
331089474;41.0;2017.0;500 à 999 salariés
331310870;41.0;2017.0;500 à 999 salariés
331312108;41.0;2017.0;500 à 999 salariés
331312108;41.0;2017.0;500 à 999 salariés
331377036;41.0;2017.0;500 à 999 salariés
331596270;41.0;2017.0;500 à 999 salariés
331620096;41.0;2017.0;500 à 999 salariés
331930081;41.0;2017.0;500 à 999 salariés
332875913;41.0;2017.0;500 à 999 salariés
333352524;41.0;2017.0;500 à 999 salariés
333491066;41.0;2017.0;500 à 999 salariés
334171113;41.0;2017.0;500 à 999 salariés
334240033;41.0;2017.0;500 à 999 salariés
334736147;41.0;2017.0;500 à 999 salariés
334835709;41.0;2017.0;500 à 999 salariés
335092318;42.0;2017.0;1 000 à 1 999 salariés
335146312;41.0;2017.0;500 à 999 salariés
335278578;41.0;2017.0;500 à 999 salariés
337180160;41.0;2017.0;500 à 999 salariés
337545941;41.0;2017.0;500 à 999 salariés
337621841;42.0;2017.0;1 000 à 1 999 salariés
338112733;42.0;2017.0;1 000 à 1 999 salariés
338154610;41.0;2017.0;500 à 999 salariés
338246317;41.0;2017.0;500 à 999 salariés
338246317;42.0;2017.0;1 000 à 1 999 salariés
338460017;41.0;2017.0;500 à 999 salariés
338481955;51.0;2017.0;2 000 à 4 999 salariés
338481955;42.0;2017.0;1 000 à 1 999 salariés
338695869;42.0;2017.0;1 000 à 1 999 salariés
338723919;41.0;2017.0;500 à 999 salariés
339012452;41.0;2017.0;500 à 999 salariés
339105553;41.0;2017.0;500 à 999 salariés
339196685;41.0;2017.0;500 à 999 salariés
339447534;42.0;2017.0;1 000 à 1 999 salariés
339488777;41.0;2017.0;500 à 999 salariés
339718421;41.0;2017.0;500 à 999 salariés
339718421;42.0;2017.0;1 000 à 1 999 salariés
339718421;41.0;2017.0;500 à 999 salariés
339718421;42.0;2017.0;1 000 à 1 999 salariés
339750226;41.0;2017.0;500 à 999 salariés
